FileName,centroid_freq,bandEnergy_1,norm_E_approx,bandEnergy_4,bandEnergy_6,bsf_energy,bpfi_energy,bandEnergy_5,norm_E_d1,mean_freq,abs_mean,var_freq,skew_freq,bandEnergy_7,std_freq,shape_factor,median_freq,wavelet_entropy,peak_freq,kurt_freq,norm_E_d3,bpfo_energy,range,bandEnergy_8,bandEnergy_3,impulse_factor,clearance_factor,norm_E_d2,peak,crest_factor,norm_E_d4,bandEnergy_2,kurtosis,bandEnergy_10,bandEnergy_9,ftf_energy,fr_energy,skewness,bpfo_over_fr,ftf_over_fr,bsf_over_fr,bpfi_over_fr,mean,variance,mean_square,rms,std
A,-1.2555830479541528,1.016951572869446,1.0157827705871914,-0.763794345064112,-0.830193270521972,0.28155700764148844,0.28155700764148844,-0.8984826667708148,-0.8253256765138349,-1.2425868705278775,0.873104791798242,1.1567618855513455,0.6363388157571901,-0.7481509923503702,1.109150140310897,-0.7494604329881339,-1.253259092548675,-1.224660378354413,0.8295535607447005,0.26217633841360416,-0.5693052194953794,1.466158576807579,-1.2890365268509014,-0.7793323008813218,-0.7868231212586454,-1.0245571497248962,-1.0245571497248962,-0.886512181147576,-1.2811591613928641,-1.281159161392533,-0.3882813999591834,-0.556304171795206,-0.9382033178694935,-0.8158583255059662,-0.7607328021993568,0.45329793930799644,-0.24210169393420702,0.16075709257127557,1.7306475052667487,1.5210397302964973,0.17732781195535968,0.17732781195535968,7.119901867660793e-06,-0.7542563670465184,-0.7542563670465184,-0.5531091479195778,-0.5531091479195778
A,-1.2617573215748243,1.0180897710071233,1.012899844705851,-0.7642302359901808,-0.8301760332527317,0.6103942254738595,0.6103942254738595,-0.8984945197876116,-0.8253254452815841,-1.2309058523469927,0.8885683714308105,1.1510065133171403,0.706118624195034,-0.7481360518334923,1.1045907312673744,-0.7544691057518292,-1.2523111097066786,-1.2085278082476503,1.0933034544519606,0.4494520286588783,-0.5781813219328366,0.8774370538460715,-1.3108065527224864,-0.7793116233531572,-0.7880429967828833,-1.0393196777522709,-1.0393196777522709,-0.8864361508400166,-1.3206757695415068,-1.320675769541198,-0.26338841385331463,-0.5678188115490018,-0.9402464506386391,-0.8158409647883123,-0.7607008575638353,0.4419138215290396,-0.6380169658827367,-0.02380845077290718,3.5627015891676224,5.038010245199196,2.3363953894119733,2.3363953894119733,3.650497640824727e-06,-0.8030600035334995,-0.8030600035334995,-0.5888700048392337,-0.5888700048392337
A,-1.3182859280184593,1.0194080252860498,1.0182344339867164,-0.7646159450789489,-0.8304085975651021,-0.06998037392263978,-0.06998037392263978,-0.8987776998240707,-0.8253258492207273,-1.306839731002498,0.9349689234528432,1.187370069884701,0.9678465862853417,-0.7483375937445176,1.13333772595221,-0.7692378784035855,-1.2775977536101761,-1.242851661485275,1.0144733892001125,0.7192555559161262,-0.5811092132888741,-0.2753804993156825,-1.2684316567781524,-0.7795089227922541,-0.7894936997172531,-1.0130097599603902,-1.0130097599603902,-0.8866188376227341,-1.2368499785529263,-1.236849978552572,-0.4148021402288646,-0.5783733801041352,-0.940473647613066,-0.816282682676013,-0.761011780743014,0.6016258392121999,0.6924465685055374,0.11635247778334183,-0.8517381825276038,-0.03969055933561355,-0.6727043609503442,-0.6727043609503442,-1.3696523493355609e-05,-0.7040802544300441,-0.7040802544300441,-0.5162825700983428,-0.5162825700983428
A,-1.2112527549930305,1.0157505851419804,1.0122187325062793,-0.7632708950264543,-0.8298919346154521,-0.23037543664052607,-0.23037543664052607,-0.8980934854018355,-0.8253255546808277,-1.1943898608773593,0.9208444828395279,1.13263579529914,0.4435616749601111,-0.7479164945269019,1.0900132717906073,-0.7647830320877412,-1.2282384821759913,-1.2020273320586106,0.3650435423038825,-0.013713910302087958,-0.5542619657438219,0.6047815667453257,-1.2869702323955154,-0.7791179555832225,-0.7857612389594113,-1.0182373294512759,-1.0182373294512759,-0.8864209923241096,-1.2545482013298928,-1.2545482013296003,-0.34014889054344416,-0.5477343668035448,-0.9422668565624776,-0.8152019271710914,-0.7603360394739045,0.40707601718089953,-0.22838357950840213,0.24862437670567522,0.64112683169935,1.3430345758477882,-0.3707238627395529,-0.3707238627395529,-5.02301292626544e-06,-0.6634307408300525,-0.6634307408300525,-0.486501591570881,-0.486501591570881
A,-1.3237471275131145,1.0196397707427591,1.0161673505091882,-0.7645448780564755,-0.8304210311942971,0.21829611058204113,0.21829611058204113,-0.8988055633762939,-0.8253256752788017,-1.2582136676030782,0.9005271358024585,1.1643696360787283,0.5357550368922266,-0.7483342267791505,1.115171485300496,-0.7583125230846595,-1.2814168912798936,-1.227831722125608,0.7501673072995536,0.15885013342420298,-0.5775580179023292,0.9396870089200884,-1.2749085050299023,-0.7795226533607281,-0.7896014381398851,-1.0047302871271215,-1.0047302871271215,-0.886539427303036,-1.2194467156129358,-1.2194467156126296,-0.3661321814193813,-0.581169796863966,-0.9378265700668411,-0.8163165167382886,-0.7610268663595996,-0.07410810713766472,0.17684799248949296,0.28689054800695835,0.2566170820396977,-0.5040348602802033,-0.3103459331309771,-0.3103459331309771,-8.492417153101508e-06,-0.6245977397543901,-0.6245977397543901,-0.45802316081201605,-0.45802316081201605
A,-1.208198445907494,1.0165549426275204,1.0186762268616685,-0.7631436409121708,-0.8298914179593878,0.9839949263026996,0.9839949263026996,-0.8980188695809308,-0.8253258575956933,-1.2504023531654753,0.8509301594869985,1.1605797343218422,0.9971081237667767,-0.7479673779730966,1.1121726569735542,-0.7422004976260105,-1.2286206278312715,-1.2463587675622105,1.2797108330059415,0.8620425212107004,-0.581061167907303,0.8208758087902748,-1.234562691048022,-0.7790364696709657,-0.7853671420787722,-0.989738873331646,-0.989738873331646,-0.8866302114025918,-1.1865146880770157,-1.1865146880765816,-0.4285839324058911,-0.5591621356391302,-0.9284391687343219,-0.8152083990600181,-0.7603283651050504,0.2778334214040779,0.2968899909339491,0.20240726517081659,0.03501079772781765,-0.06138580500576129,0.0829845911060898,0.0829845911060898,-1.0227119266519541e-05,-0.7092472233881364,-0.7092472233881364,-0.5200717999706242,-0.5200717999706242
A,-1.2900501396371502,1.0169881676055477,1.0149597293794599,-0.7635358798582316,-0.8303364350851012,1.7859673970203631,1.7859673970203631,-0.8986789267871063,-0.8253256633246693,-1.2349470063475954,0.8336668593228347,1.15300434675998,0.4396618478896026,-0.7482409474521615,1.106173824193974,-0.7364842665137601,-1.2723292411611307,-1.219204270180926,0.5029694452811955,0.022156499340948443,-0.5657870701681664,1.4377354562056077,-1.1690556295285333,-0.7794664949391402,-0.7878671912907736,-0.9828680092364943,-0.9828680092364943,-0.8864916582092709,-1.1706811936555834,-1.1706811936550539,-0.37733881851688644,-0.5539021613972859,-0.9276234025747213,-0.8161653795157938,-0.7609227674778948,0.04460045489538773,0.29634592606148985,0.05902944238102361,0.4728540416064842,-0.42172744490309655,0.5688123412419546,0.5688123412419546,-1.3696523493355609e-05,-0.7812618532415476,-0.7812618532415476,-0.5728841913155465,-0.5728841913155465
A,-1.3098026667190095,1.0196135948964495,1.0185939889194846,-0.7644641680622688,-0.8303721479250709,0.9619727994384274,0.9619727994384274,-0.8987209649999,-0.8253258691183272,-1.2337074637950913,0.8947482375045269,1.152392325034184,0.4297944940192533,-0.7483137711784745,1.1056889013490931,-0.7564584992567551,-1.2723861033429038,-1.2455776719673894,0.6648687653062619,0.0330865749546964,-0.5804068651621181,0.5034715576129722,-1.244020313935974,-0.7794663441180366,-0.7895326107587919,-1.0122232647747151,-1.0122232647747151,-0.8866310435591318,-1.2420233704691248,-1.2420233704688186,-0.4286856474866151,-0.5817946657553433,-0.9388593974020907,-0.8161996635892454,-0.7609624244962491,0.837500586107222,0.2588288505239931,0.013628670657583993,-0.1587077318554431,0.877913232302761,0.10415287300498567,0.10415287300498567,4.181394413602147e-05,-0.6587481752117813,-0.6587481752117813,-0.483067601999126,-0.483067601999126
A,-0.23273337542297218,0.4345807662288976,0.4397734079505715,0.24531911032713713,-0.4148597623501327,-0.14077424874339156,-0.14077424874339156,-0.06628901967342271,-0.8253258540625725,0.017215615124036885,0.5442571841294316,0.19765225791047222,0.009315644415777667,-0.6392806357454797,0.2917911939221366,-0.6314117450170914,0.16257764642710176,-0.018990770138957492,-0.05531928669584931,-0.3057084590520891,-0.5812647328149572,2.120845363818573,0.9724288769886589,-0.7636532949098986,0.07111793731884612,-0.21608084081047416,-0.21608084081047416,0.3528930195909131,0.7478232592543659,0.7478232592571018,-0.4142297803302926,-0.45512456058787015,0.11355680957655916,-0.8163323347056705,-0.7608738229751112,0.23065107406047672,-0.23010742272857726,-0.0971924898306107,2.4730009143700658,0.8854234300461596,-0.27694773225387975,-0.27694773225387975,1.058930609449686e-05,-0.55092806515659,-0.55092806515659,-0.40396742841525146,-0.40396742841525146
A,-0.024581139464296384,-0.1921041603206737,-0.1800393450920485,1.3341418407221566,0.02590619144297422,-0.6383398396386348,-0.6383398396386348,0.8165348142856148,-0.8253258757994896,0.3359828124743255,0.05550032621486396,-0.1533229743364451,-0.4750414777525071,-0.5222844548761965,-0.04329992595002334,-0.4026465931621357,0.07535058065615012,0.31569407287456475,0.17628086482463756,-0.4049522428802601,-0.5809532198593897,0.9683608991335307,1.4826049332758668,-0.7461820271997994,0.9962317126480368,0.20875615613467866,0.20875615613467866,1.6817485462434032,1.2693174122308346,1.2693174122333382,-0.42626412974093664,-0.31246705227165217,1.6285629275179012,-0.8162348331707268,-0.7606354655650669,-0.30217341792269836,-0.709353919374288,-0.8295273503890879,5.114551585951606,1.3692693291450495,-0.32181161681449993,-0.32181161681449993,3.650497640824727e-06,-0.3454603151824514,-0.3454603151824514,-0.25328633427531083,-0.25328633427531083
