FileName,mean,rms,std,kurtosis,skewness,peak,crest_factor,clearance_factor,shape_factor,impulse_factor,variance,mean_square,abs_mean,range,mean_freq,var_freq,skew_freq,kurt_freq,peak_freq,centroid_freq,std_freq,median_freq,bandEnergy_1,bandEnergy_2,bandEnergy_3,bandEnergy_4,bandEnergy_5,bandEnergy_6,bandEnergy_7,bandEnergy_8,bandEnergy_9,bandEnergy_10,fr_energy,bpfo_energy,bpfi_energy,bsf_energy,ftf_energy,bpfo_over_fr,bpfi_over_fr,bsf_over_fr,ftf_over_fr,norm_E_approx,norm_E_d4,norm_E_d3,norm_E_d2,norm_E_d1,wavelet_entropy
A,6.938893903907228e-18,0.9999999999979231,0.9999999999979231,0.18302538422512304,0.11416684145106154,3.4973205920662074,3.4973205920699737,4.451400786262062,1.272803184343744,4.451400786262062,0.9999999999958463,0.9999999999958463,0.7856674247026254,6.652918646605985,0.008333894056959446,0.0009071086833967616,6.358581843943883,56.82188481269056,0.477862502791458,409.1975028737778,0.030118245025179697,0.0005057001587564843,0.9946539124491315,0.004240385366116774,0.0005077461663178948,0.00043782083650889785,4.852522638277777e-05,2.7755519610334094e-05,3.981371889540434e-05,1.6043731650409124e-05,1.6164914390256905e-05,1.1832070495853005e-05,0.011132429007343106,0.030781809520140608,0.014984437714590923,0.014984437714590923,0.011478867766836702,2.7650577872153,1.3460169117953467,1.3460169117953467,1.0311197815170399,0.9987360660840846,0.0006022999666109702,0.0006359040301714017,2.567204426721534e-05,5.787486553229874e-08,0.015410738960960412
A,3.469446951953614e-18,0.999999999997856,0.999999999997856,0.1045471508816811,-0.06854322260432841,3.2725854982950158,3.2725854982987594,4.147078339064968,1.2672177216505611,4.147078339064968,0.9999999999957121,0.9999999999957121,0.7891303782384615,6.428105126455925,0.0084193706988844,0.0009056766692589088,6.548736867242083,65.36392639291007,0.5253496529128784,402.80145258146587,0.030094462435120997,0.0005140857896495767,0.995107568562115,0.003880436843322289,0.0004436181048754715,0.000403776334377553,4.763559358414762e-05,2.9092633180817333e-05,4.1115110272765334e-05,1.722070807819505e-05,1.7319781798733636e-05,1.2216327894888917e-05,0.0051730967945961956,0.023224538699880976,0.019167762570463567,0.019167762570463567,0.011366480131970906,4.489484658329182,3.7052781588739814,3.7052781588739814,2.19722935430999,0.9975744996476591,0.0022190325167473677,0.00016638354439697185,3.9968298679086815e-05,1.159925172645621e-07,0.02573296214048001
A,-1.3877787807814457e-17,0.9999999999979922,0.9999999999979922,0.0958203478842119,0.07020863633187181,3.749311560597763,3.7493115606015417,4.689444697532323,1.250748203164865,4.689444697532323,0.9999999999959843,0.9999999999959843,0.7995214364221065,6.865699899169196,0.007863719397319705,0.000914724411957092,7.261964487713475,77.67023772089333,0.511156603997944,344.24236822904993,0.030244411251619564,0.00029040614809274607,0.9956329903602232,0.003550500219911985,0.0003673555968887633,0.00037365119730926443,2.6381405501022334e-05,1.1052368580479917e-05,2.3559833749782416e-05,5.990314039652735e-06,6.079238893430988e-06,2.439464402307105e-06,0.025199286133904892,0.008426108345633412,0.010512331194047198,0.010512331194047198,0.01294320801511296,0.3343788510723705,0.4171678172853477,0.4171678172853477,0.5136339158903642,0.9997238715412882,0.0002589905031687156,1.1506448118735876e-05,5.617040513063195e-06,1.4466911051259874e-08,0.0037712740055365467
A,-5.204170427930421e-18,0.999999999998048,0.999999999998048,0.02694187239270862,0.2011507758392422,3.648659912045238,3.6486599120487115,4.581680855363207,1.2557160617323815,4.581680855363207,0.9999999999960961,0.9999999999960961,0.7963583731000429,6.674256743901873,0.008686578940413572,0.0009011057871588883,5.8332501968631725,44.23794520461848,0.3942292672721835,455.12011671825854,0.030018424128506284,0.0007270265309335742,0.9941752300421343,0.004508278128143345,0.0005635686268697248,0.00047870399065805095,7.773538582112985e-05,5.113047095945664e-05,6.023961499851827e-05,2.824438548388857e-05,3.0508741860606535e-05,2.6360612571050395e-05,0.01133891460410603,0.019724528463657853,0.00847185458057266,0.00847185458057266,0.011022550236775853,1.7395429060534326,0.7471486359688869,0.7471486359688869,0.9720992370656258,0.9973000711319684,0.001225372543530608,0.0014316492188764204,4.2818609388945774e-05,8.849623545876206e-08,0.02989221051518838
A,-8.673617379884035e-18,0.9999999999981014,0.9999999999981014,0.19749654459937505,0.23903224863708625,3.848285741631512,3.84828574163497,4.860122065897003,1.2629317031503193,4.860122065897003,0.9999999999962029,0.9999999999962029,0.791808454489177,6.798815134606092,0.008219543910649713,0.0009090015942058526,6.084483774005427,52.10895737299035,0.4635693143395566,338.58500531153703,0.030149653301586282,0.00025662296404195745,0.995725358059319,0.003463084017291581,0.0003616918582129821,0.0003792017634104796,2.429009572150205e-05,1.0087878550459289e-05,2.3853112739552723e-05,5.2087624293602185e-06,5.533861347344164e-06,1.6905904773901218e-06,0.01743847613085378,0.024023625790627782,0.014179659943941826,0.014179659943941826,0.006272147375774567,1.377621852332918,0.813124944905061,0.813124944905061,0.35967290538177393,0.998891018083512,0.00088902033170039,0.00019935454864698933,2.0548850863092345e-05,5.818527739624894e-08,0.013381594319491924
A,-1.0408340855860843e-17,0.9999999999979851,0.9999999999979851,0.5580735386094622,0.1553982954142156,4.03557363507929,4.035573635083386,5.169162883616264,1.2808991610691514,5.169162883616264,0.9999999999959701,0.9999999999959701,0.7807015808816801,7.215456093973295,0.008276703733261651,0.0009080586155980261,7.341704293053866,84.1830541631245,0.5589115817717323,458.28413498495036,0.030134010944413394,0.0007236461612996387,0.9944958259720169,0.004151045196922037,0.0005842860430927252,0.0004886429517738914,8.333570536101387e-05,5.1170548527739004e-05,5.58074204051004e-05,3.288260902583929e-05,3.078618683143098e-05,2.6217365543166903e-05,0.01924535300299819,0.022498476155628326,0.023920549095817978,0.023920549095817978,0.009746626186681918,1.1690342157379139,1.2429259723554318,1.2429259723554318,0.5064404994107967,0.999901875345936,8.05859929832797e-05,1.4047911678155872e-05,3.478387445750308e-06,1.2361956591501476e-08,0.0015272960528106112
A,-1.3877787807814457e-17,0.999999999997886,0.999999999997886,0.5894077171775995,0.01346188241217785,4.125620377961206,4.125620377965802,5.310802457266376,1.2872736632834925,5.310802457266376,0.999999999995772,0.999999999995772,0.7768355933313084,7.8919308571064395,0.008389799280697724,0.000906173757130692,5.822622886125969,45.874070695700766,0.4190622936224642,373.49237132662716,0.030102720095212195,0.00033701015693779474,0.9946684981571782,0.004315472395581447,0.00045286008504140444,0.00045800781156670004,3.379485431413958e-05,1.665009000283894e-05,3.197819387448103e-05,8.405331086125033e-06,9.297260233482413e-06,5.035820621161196e-06,0.019237163717183793,0.03041694903590782,0.034122895997405644,0.034122895997405644,0.00744407609122368,1.5811555945306228,1.7738007794335722,1.7738007794335722,0.38696328628670035,0.9984044526184441,0.0007439510564910978,0.0008220040884773162,2.9531046771704645e-05,6.118981549165289e-08,0.018901761524979903
A,4.163336342344337e-17,0.9999999999980544,0.9999999999980544,0.15782488652445226,-0.03148246505079751,3.719889938351525,3.719889938355043,4.705657919222372,1.2649992330951967,4.705657919222372,0.999999999996109,0.999999999996109,0.7905143132379553,7.117789627877476,0.0083988697173044,0.0009060214778812625,5.795733633387776,46.3726146350946,0.4482116411597163,353.03034382709336,0.03010019066187559,0.0003365071675934699,0.9957149250491973,0.003443550567769862,0.0003653100687893734,0.0003855054770357455,3.063965985704762e-05,1.3879806479489983e-05,2.5634894625443458e-05,8.413915907405373e-06,7.863573566939157e-06,4.2769862713670166e-06,0.0186724552236763,0.01842403723655823,0.023640393122909057,0.023640393122909057,0.01527183860756004,0.9866960190757466,1.2660570256271095,1.2660570256271095,0.8178805852686032,0.9998687406635427,7.926929709047065e-05,4.865865946158975e-05,3.321914034192176e-06,9.465870861454458e-09,0.0020270702983851275
A,1.0408340855860843e-17,0.9999999999982028,0.9999999999982028,40.58190594134237,-0.1411895152651023,15.036356352652385,15.036356352664374,21.11775280764169,1.404446151203287,21.11775280764169,0.9999999999964055,0.9999999999964055,0.7120244511617826,30.006496687059393,0.017552584097049642,0.000668469288646628,4.649898366242123,30.919454303032364,0.3185445627758428,1468.7873994214358,0.025854773034134877,0.013029855419759352,0.762536087168877,0.007403267781000435,0.04560914858424994,0.07925287095162033,0.06250914398379634,0.032245623809193415,0.009522949041133422,0.0009085014902612518,1.1066709474839784e-05,1.3404798929474413e-06,0.0113129672482964,0.039185859922441266,0.00961172213849876,0.00961172213849876,0.009280827033130849,3.4638003504233956,0.8496199031334201,0.8496199031334201,0.8203707151815597,0.7666547812213308,0.00026639966926575903,3.279909055170947e-06,0.2330755259503809,1.3249967159755275e-08,0.7868433559837643
A,3.469446951953614e-18,0.9999999999984853,0.9999999999984853,98.7744059276603,-0.8661620472891941,18.002148278149956,18.002148278159222,29.875564093789315,1.659555494829771,29.875564093789315,0.9999999999969706,0.9999999999969706,0.6025709915168584,35.27495506128236,0.01988518466006561,0.0005811419231590056,3.329990187752356,26.392734754284387,0.3602432759347719,1684.4163545735855,0.02410688538901294,0.012258265529058121,0.5127558086454269,0.011862752444169128,0.0942417769523042,0.16429347526036364,0.1287698311630393,0.0664363143420735,0.019713883010377055,0.0019029757859573041,1.9683843461045316e-05,3.498552327874661e-06,0.004099330170719417,0.02439170534158985,0.003281907899284237,0.003281907899284237,0.004020614022751654,5.9501685201802195,0.8005961368824502,0.8005961368824502,0.9807978021602621,0.5169245694726738,0.00011061570558175873,1.9758055319665267e-05,0.4829450489797894,7.786635095935344e-09,1.000987266193077
